WOE_ID,ISO,Name,Language,PlaceType,Parent_ID
12627818,DE,Gemeinde Kempenich,GER,LocalAdmin,12596824
12627819,DE,Gemeinde Harscheid,GER,LocalAdmin,12596824
12627820,DE,Gemeinde Heckenbach,GER,LocalAdmin,12596824
12627821,DE,Gemeinde Herschbroich,GER,LocalAdmin,12596824
12627822,DE,Gemeinde Hönningen,GER,LocalAdmin,12596824
12627823,DE,Gemeinde Honerath,GER,LocalAdmin,12596824
12627824,DE,Gemeinde Hoffeld,GER,LocalAdmin,12596824
12627825,DE,Gemeinde Hümmel,GER,LocalAdmin,12596824
12627826,DE,Gemeinde Insul,GER,LocalAdmin,12596824
12627827,DE,Gemeinde Kalenborn,GER,LocalAdmin,12596824
12627828,DE,Gemeinde Kaltenborn,GER,LocalAdmin,12596824
12627829,DE,Gemeinde Kesseling,GER,LocalAdmin,12596824
12627830,DE,Gemeinde Kirchsahr,GER,LocalAdmin,12596824
12627831,DE,Gemeinde Königsfeld,GER,LocalAdmin,12596824
12627832,DE,Gemeinde Kottenborn,GER,LocalAdmin,12596824
12627833,DE,Gemeinde Leimbach,GER,LocalAdmin,12596824
12627834,DE,Gemeinde Lind,GER,LocalAdmin,12596824
12627835,DE,Gemeinde Mayschoß,GER,LocalAdmin,12596824
12627836,DE,Gemeinde Meuspath,GER,LocalAdmin,12596824
12627837,DE,Gemeinde Müllenbach,GER,LocalAdmin,12596824
12627838,DE,Gemeinde Müsch,GER,LocalAdmin,12596824
12627839,DE,Gemeinde Niederdürenbach,GER,LocalAdmin,12596824
12627840,DE,Gemeinde Niederzissen,GER,LocalAdmin,12596824
12627841,DE,Gemeinde Nürburg,GER,LocalAdmin,12596824
12627842,DE,Gemeinde Oberdürenbach,GER,LocalAdmin,12596824
12627843,DE,Gemeinde Oberzissen,GER,LocalAdmin,12596824
12627844,DE,Gemeinde Almersbach,GER,LocalAdmin,12596853
12627846,DE,Gemeinde Alsdorf,GER,LocalAdmin,12596853
12627847,DE,Gemeinde Bachenberg,GER,LocalAdmin,12596853
12627848,DE,Gemeinde Berzhausen,GER,LocalAdmin,12596853
12627849,DE,Gemeinde Betzdorf,GER,LocalAdmin,12596853
12627850,DE,Gemeinde Birkenbeul,GER,LocalAdmin,12596853
12627851,DE,Gemeinde Birken-Honigsessen,GER,LocalAdmin,12596853
12627852,DE,Gemeinde Birnbach,GER,LocalAdmin,12596853
12627853,DE,Gemeinde Bitzen,GER,LocalAdmin,12596853
12627854,DE,Gemeinde Mittelhof,GER,LocalAdmin,12596853
12627855,DE,Gemeinde Brachbach,GER,LocalAdmin,12596853
12627856,DE,Gemeinde Breitscheidt,GER,LocalAdmin,12596853
12627857,DE,Gemeinde Bruchertseifen,GER,LocalAdmin,12596853
12627858,DE,Gemeinde Bürdenbach,GER,LocalAdmin,12596853
12627859,DE,Gemeinde Burglahr,GER,LocalAdmin,12596853
12627860,DE,Gemeinde Busenhausen,GER,LocalAdmin,12596853
12627861,DE,Gemeinde Daaden,GER,LocalAdmin,12596853
12627862,DE,Gemeinde Derschen,GER,LocalAdmin,12596853
12627863,DE,Gemeinde Dickendorf,GER,LocalAdmin,12596853
12627864,DE,Gemeinde Eichelhardt,GER,LocalAdmin,12596853
12627865,DE,Gemeinde Elben,GER,LocalAdmin,12596853
12627866,DE,Gemeinde Eichen,GER,LocalAdmin,12596853
12627867,DE,Gemeinde Elkenroth,GER,LocalAdmin,12596853
12627868,DE,Gemeinde Emmerzhausen,GER,LocalAdmin,12596853
12627869,DE,Gemeinde Ersfeld,GER,LocalAdmin,12596853
12627870,DE,Gemeinde Etzbach,GER,LocalAdmin,12596853
12627871,DE,Gemeinde Eulenberg,GER,LocalAdmin,12596853
12627872,DE,Gemeinde Fensdorf,GER,LocalAdmin,12596853
12627873,DE,Gemeinde Fiersbach,GER,LocalAdmin,12596853
12627874,DE,Gemeinde Flammersfeld,GER,LocalAdmin,12596853
12627875,DE,Gemeinde Fluterschen,GER,LocalAdmin,12596853
12627876,DE,Gemeinde Forst,GER,LocalAdmin,12596853
12627878,DE,Gemeinde Forstmehren,GER,LocalAdmin,12596853
12627879,DE,Gemeinde Friedewald,GER,LocalAdmin,12596853
12627880,DE,Gemeinde Friesenhagen,GER,LocalAdmin,12596853
12627881,DE,Gemeinde Fürthen,GER,LocalAdmin,12596853
12627882,DE,Gemeinde Gebhardshain,GER,LocalAdmin,12596853
12627883,DE,Gemeinde Gieleroth,GER,LocalAdmin,12596853
12627884,DE,Gemeinde Giershausen,GER,LocalAdmin,12596853
12627885,DE,Gemeinde Grünebach,GER,LocalAdmin,12596853
12627886,DE,Gemeinde Güllesheim,GER,LocalAdmin,12596853
12627887,DE,Gemeinde Hamm,GER,LocalAdmin,12596853
12627888,DE,Gemeinde Harbach,GER,LocalAdmin,12596853
12627889,DE,Gemeinde Hasselbach,GER,LocalAdmin,12596853
12627890,DE,Gemeinde Helmenzen,GER,LocalAdmin,12596853
12627891,DE,Gemeinde Helmeroth,GER,LocalAdmin,12596853
12627892,DE,Gemeinde Hemmelzen,GER,LocalAdmin,12596853
12627893,DE,Gemeinde Herdorf,GER,LocalAdmin,12596853
12627894,DE,Gemeinde Heupelzen,GER,LocalAdmin,12596853
12627895,DE,Gemeinde Hilgenroth,GER,LocalAdmin,12596853
12627896,DE,Gemeinde Hirz-Maulsbach,GER,LocalAdmin,12596853
12627897,DE,Gemeinde Hövels,GER,LocalAdmin,12596853
12627898,DE,Gemeinde Horhausen,GER,LocalAdmin,12596853
12627899,DE,Gemeinde Idelberg,GER,LocalAdmin,12596853
12627900,DE,Gemeinde Ingelbach,GER,LocalAdmin,12596853
12627901,DE,Gemeinde Isert,GER,LocalAdmin,12596853
12627902,DE,Gemeinde Kausen,GER,LocalAdmin,12596853
12627903,DE,Gemeinde Kescheid,GER,LocalAdmin,12596853
12627904,DE,Gemeinde Kettenhausen,GER,LocalAdmin,12596853
12627905,DE,Gemeinde Kircheib,GER,LocalAdmin,12596853
12627906,DE,Gemeinde Kirchen,GER,LocalAdmin,12596853
12627907,DE,Gemeinde Kraam,GER,LocalAdmin,12596853
12627908,DE,Gemeinde Krunkel,GER,LocalAdmin,12596853
12627909,DE,Gemeinde Malberg,GER,LocalAdmin,12596853
12627910,DE,Gemeinde Mammelzen,GER,LocalAdmin,12596853
12627911,DE,Gemeinde Mauden,GER,LocalAdmin,12596853
12627912,DE,Gemeinde Mehren,GER,LocalAdmin,12596853
12627913,DE,Gemeinde Michelbach,GER,LocalAdmin,12596853
12627914,DE,Gemeinde Molzhain,GER,LocalAdmin,12596853
12627915,DE,Gemeinde Mudersbach,GER,LocalAdmin,12596853
12627916,DE,Gemeinde Nauroth,GER,LocalAdmin,12596853
12627917,DE,Gemeinde Neitersen,GER,LocalAdmin,12596853
12627918,DE,Gemeinde Niederdreisbach,GER,LocalAdmin,12596853
12627919,DE,Gemeinde Niederfischbach,GER,LocalAdmin,12596853
12627920,DE,Gemeinde Niederirsen,GER,LocalAdmin,12596853
12627921,DE,Gemeinde Niedersteinebach,GER,LocalAdmin,12596853
12627922,DE,Gemeinde Nisterberg,GER,LocalAdmin,12596853
12627923,DE,Gemeinde Katzwinkel,GER,LocalAdmin,12596853
12627924,DE,Gemeinde Obererbach,GER,LocalAdmin,12596853
12627925,DE,Gemeinde Oberirsen,GER,LocalAdmin,12596853
12627926,DE,Gemeinde Oberlahr,GER,LocalAdmin,12596853
12627927,DE,Gemeinde Obernau,GER,LocalAdmin,12596853
12627928,DE,Gemeinde Obersteinebach,GER,LocalAdmin,12596853
12627929,DE,Gemeinde Oberwambach,GER,LocalAdmin,12596853
12627930,DE,Gemeinde Ölsen,GER,LocalAdmin,12596853
12627931,DE,Gemeinde Orfgen,GER,LocalAdmin,12596853
12627932,DE,Gemeinde Peterslahr,GER,LocalAdmin,12596853
12627933,DE,Gemeinde Pleckhausen,GER,LocalAdmin,12596853
12627934,DE,Gemeinde Racksen,GER,LocalAdmin,12596853
12627935,DE,Gemeinde Pracht,GER,LocalAdmin,12596853
12627936,DE,Gemeinde Reiferscheid,GER,LocalAdmin,12596853
12627937,DE,Gemeinde Rettersen,GER,LocalAdmin,12596853
12627938,DE,Gemeinde Rosenheim,GER,LocalAdmin,12596853
12627939,DE,Gemeinde Roth,GER,LocalAdmin,12596853
12627940,DE,Gemeinde Rott,GER,LocalAdmin,12596853
12627941,DE,Gemeinde Scheuerfeld,GER,LocalAdmin,12596853
12627942,DE,Gemeinde Schöneberg,GER,LocalAdmin,12596853
12627943,DE,Gemeinde Schürdt,GER,LocalAdmin,12596853
12627944,DE,Gemeinde Schutzbach,GER,LocalAdmin,12596853
12627945,DE,Gemeinde Seelbach bei Hamm,GER,LocalAdmin,12596853
12627946,DE,Gemeinde Seelbach,GER,LocalAdmin,12596853
12627947,DE,Gemeinde Seifen,GER,LocalAdmin,12596853
12627948,DE,Gemeinde Selbach,GER,LocalAdmin,12596853
12627949,DE,Gemeinde Sörth,GER,LocalAdmin,12596853
12627950,DE,Steinebach/sieg,GER,LocalAdmin,12596853
12627951,DE,Gemeinde Steineroth,GER,LocalAdmin,12596853
12627952,DE,Gemeinde Stürzelbach,GER,LocalAdmin,12596853
12627953,DE,Gemeinde Volkerzen,GER,LocalAdmin,12596853
12627954,DE,Gemeinde Wallmenroth,GER,LocalAdmin,12596853
12627955,DE,Gemeinde Walterschen,GER,LocalAdmin,12596853
12627956,DE,Gemeinde Weitefeld,GER,LocalAdmin,12596853
12627957,DE,Gemeinde Werkhausen,GER,LocalAdmin,12596853
12627958,DE,Gemeinde Weyerbusch,GER,LocalAdmin,12596853
12627959,DE,Gemeinde Willroth,GER,LocalAdmin,12596853
12627960,DE,Gemeinde Wissen,GER,LocalAdmin,12596853
12627961,DE,Gemeinde Wölmersen,GER,LocalAdmin,12596853
12627962,DE,Gemeinde Ziegenhain,GER,LocalAdmin,12596853
12627963,DE,Gemeinde Berod bei Hachenburg,GER,LocalAdmin,12596853
12627964,DE,Gemeinde Altenkirchen,GER,LocalAdmin,12596853
12627965,DE,Gemeinde Abtweiler,GER,LocalAdmin,12596762
12627966,DE,Gemeinde Allenfeld,GER,LocalAdmin,12596762
12627967,DE,Gemeinde Altenbamberg,GER,LocalAdmin,12596762
12627968,DE,Gemeinde Argenschwang,GER,LocalAdmin,12596762
12627969,DE,Gemeinde Auen,GER,LocalAdmin,12596762
12627970,DE,Gemeinde Bad Kreuznach,GER,LocalAdmin,12596762
12627971,DE,Gemeinde Bad Münster am Stein-Ebernburg,GER,LocalAdmin,12596762
12627972,DE,Gemeinde Bärenbach,GER,LocalAdmin,12596762
12627973,DE,Gemeinde Bärweiler,GER,LocalAdmin,12596762
12627974,DE,Gemeinde Becherbach bei Kirn,GER,LocalAdmin,12596762
12627975,DE,Gemeinde Becherbach,GER,LocalAdmin,12596762
12627976,DE,Gemeinde Biebelsheim,GER,LocalAdmin,12596762
12627977,DE,Gemeinde Bockenau,GER,LocalAdmin,12596762
12627978,DE,Gemeinde Boos,GER,LocalAdmin,12596762
12627979,DE,Gemeinde Braunweiler,GER,LocalAdmin,12596762
12627980,DE,Gemeinde Brauweiler,GER,LocalAdmin,12596762
12627981,DE,Gemeinde Breitenheim,GER,LocalAdmin,12596762
12627982,DE,Gemeinde Bretzenheim,GER,LocalAdmin,12596762
12627983,DE,Gemeinde Burgsponheim,GER,LocalAdmin,12596762
12627984,DE,Gemeinde Callbach,GER,LocalAdmin,12596762
12627985,DE,Gemeinde Dalberg,GER,LocalAdmin,12596762
12627986,DE,Gemeinde Daubach,GER,LocalAdmin,12596762
12627987,DE,Gemeinde Daxweiler,GER,LocalAdmin,12596762
12627988,DE,Gemeinde Desloch,GER,LocalAdmin,12596762
12627989,DE,Gemeinde Dörrebach,GER,LocalAdmin,12596762
12627990,DE,Gemeinde Dorsheim,GER,LocalAdmin,12596762
12627991,DE,Gemeinde Duchroth,GER,LocalAdmin,12596762
12627992,DE,Gemeinde Eckenroth,GER,LocalAdmin,12596762
12627993,DE,Gemeinde Frei-Laubersheim,GER,LocalAdmin,12596762
12627994,DE,Gemeinde Feilbingert,GER,LocalAdmin,12596762
12627995,DE,Gemeinde Fürfeld,GER,LocalAdmin,12596762
12627996,DE,Gemeinde Gebroth,GER,LocalAdmin,12596762
12627997,DE,Gemeinde Guldental,GER,LocalAdmin,12596762
12627998,DE,Gemeinde Gutenberg,GER,LocalAdmin,12596762
12627999,DE,Gemeinde Hackenheim,GER,LocalAdmin,12596762
12628000,DE,Gemeinde Hahnenbach,GER,LocalAdmin,12596762
12628001,DE,Gemeinde Hallgarten,GER,LocalAdmin,12596762
12628002,DE,Gemeinde Hargesheim,GER,LocalAdmin,12596762
12628003,DE,Gemeinde Heinzenberg,GER,LocalAdmin,12596762
12628004,DE,Gemeinde Heimweiler,GER,LocalAdmin,12596762
12628005,DE,Gemeinde Hennweiler,GER,LocalAdmin,12596762
12628006,DE,Gemeinde Hergenfeld,GER,LocalAdmin,12596762
12628007,DE,Gemeinde Hochstätten,GER,LocalAdmin,12596762
12628008,DE,Gemeinde Horbach,GER,LocalAdmin,12596762
12628009,DE,Gemeinde Hochstetten-Dhaun,GER,LocalAdmin,12596762
12628010,DE,Gemeinde Hüffelsheim,GER,LocalAdmin,12596762
12628011,DE,Gemeinde Hundsbach,GER,LocalAdmin,12596762
12628012,DE,Gemeinde Ippenschied,GER,LocalAdmin,12596762
12628013,DE,Gemeinde Jeckenbach,GER,LocalAdmin,12596762
12628014,DE,Gemeinde Kirn,GER,LocalAdmin,12596762
12628015,DE,Gemeinde Kirschroth,GER,LocalAdmin,12596762
12628016,DE,Gemeinde Langenlonsheim,GER,LocalAdmin,12596762
12628017,DE,Gemeinde Langenthal,GER,LocalAdmin,12596762
12628018,DE,Gemeinde Laubenheim,GER,LocalAdmin,12596762
12628019,DE,Gemeinde Lauschied,GER,LocalAdmin,12596762
12628020,DE,Gemeinde Lettweiler,GER,LocalAdmin,12596762
12628021,DE,Gemeinde Löllbach,GER,LocalAdmin,12596762
12628022,DE,Gemeinde Limbach,GER,LocalAdmin,12596762
12628023,DE,Gemeinde Mandel,GER,LocalAdmin,12596762
12628024,DE,Gemeinde Martinstein,GER,LocalAdmin,12596762
12628025,DE,Gemeinde Meckenbach,GER,LocalAdmin,12596762
12628026,DE,Gemeinde Meisenheim,GER,LocalAdmin,12596762
12628027,DE,Gemeinde Meddersheim,GER,LocalAdmin,12596762
12628028,DE,Gemeinde Merxheim,GER,LocalAdmin,12596762
12628029,DE,Gemeinde Münchwald,GER,LocalAdmin,12596762
12628030,DE,Gemeinde Neu-Bamberg,GER,LocalAdmin,12596762
12628031,DE,Gemeinde Monzingen,GER,LocalAdmin,12596762
12628032,DE,Gemeinde Niederhausen,GER,LocalAdmin,12596762
12628033,DE,Gemeinde Norheim,GER,LocalAdmin,12596762
12628034,DE,Gemeinde Nußbaum,GER,LocalAdmin,12596762
12628035,DE,Gemeinde Oberhausen bei Kirn,GER,LocalAdmin,12596762
12628036,DE,Gemeinde Oberhausen an der Nahe,GER,LocalAdmin,12596762
12628037,DE,Gemeinde Oberstreit,GER,LocalAdmin,12596762
12628038,DE,Gemeinde Otzweiler,GER,LocalAdmin,12596762
12628039,DE,Gemeinde Odernheim am Glan,GER,LocalAdmin,12596762
12628040,DE,Gemeinde Pfaffen-Schwabenheim,GER,LocalAdmin,12596762
12628041,DE,Gemeinde Pleitersheim,GER,LocalAdmin,12596762
12628042,DE,Gemeinde Raumbach,GER,LocalAdmin,12596762
12628043,DE,Gemeinde Rehbach,GER,LocalAdmin,12596762
12628044,DE,Gemeinde Rehborn,GER,LocalAdmin,12596762
12628045,DE,Gemeinde Reiffelbach,GER,LocalAdmin,12596762
12628046,DE,Gemeinde Roth,GER,LocalAdmin,12596762
12628047,DE,Gemeinde Roxheim,GER,LocalAdmin,12596762
12628048,DE,Gemeinde Rümmelsheim,GER,LocalAdmin,12596762
12628049,DE,Gemeinde St. Katharinen,GER,LocalAdmin,12596762
12628050,DE,Gemeinde Schloßböckelheim,GER,LocalAdmin,12596762
12628051,DE,Gemeinde Schmittweiler,GER,LocalAdmin,12596762
12628052,DE,Gemeinde Schöneberg,GER,LocalAdmin,12596762
12628053,DE,Gemeinde Schweinschied,GER,LocalAdmin,12596762
12628054,DE,Gemeinde Schweppenhausen,GER,LocalAdmin,12596762
12628055,DE,Gemeinde Seesbach,GER,LocalAdmin,12596762
12628056,DE,Gemeinde Seibersbach,GER,LocalAdmin,12596762
12628057,DE,Gemeinde Simmertal,GER,LocalAdmin,12596762
12628058,DE,Gemeinde Sommerloch,GER,LocalAdmin,12596762
12628059,DE,Gemeinde Spabrücken,GER,LocalAdmin,12596762
12628060,DE,Gemeinde Spall,GER,LocalAdmin,12596762
12628061,DE,Gemeinde Stromberg,GER,LocalAdmin,12596762
12628062,DE,Gemeinde Sponheim,GER,LocalAdmin,12596762
12628063,DE,Gemeinde Staudernheim,GER,LocalAdmin,12596762
12628064,DE,Gemeinde Tiefenthal,GER,LocalAdmin,12596762
12628065,DE,Gemeinde Traisen,GER,LocalAdmin,12596762
12628066,DE,Gemeinde Volxheim,GER,LocalAdmin,12596762
12628067,DE,Gemeinde Waldböckelheim,GER,LocalAdmin,12596762
12628068,DE,Gemeinde Waldlaubersheim,GER,LocalAdmin,12596762
12628069,DE,Gemeinde Wallhausen,GER,LocalAdmin,12596762
12628070,DE,Gemeinde Warmsroth,GER,LocalAdmin,12596762
12628071,DE,Gemeinde Weiler bei Monzingen,GER,LocalAdmin,12596762
12628072,DE,Gemeinde Weinsheim,GER,LocalAdmin,12596762
12628073,DE,Gemeinde Weitersborn,GER,LocalAdmin,12596762
12628074,DE,Gemeinde Winterburg,GER,LocalAdmin,12596762
12628075,DE,Gemeinde Windesheim,GER,LocalAdmin,12596762
12628076,DE,Gemeinde Winterbach,GER,LocalAdmin,12596762
12628077,DE,Gemeinde Rüdesheim,GER,LocalAdmin,12596762
12628078,DE,Gemeinde Bruschied,GER,LocalAdmin,12596762
12628079,DE,Gemeinde Kellenbach,GER,LocalAdmin,12596762
12628080,DE,Gemeinde Königsau,GER,LocalAdmin,12596762
12628081,DE,Gemeinde Schneppenbach,GER,LocalAdmin,12596762
12628082,DE,Gemeinde Schwarzerden,GER,LocalAdmin,12596762
12628083,DE,Gemeinde Bad Sobernheim,GER,LocalAdmin,12596762
12628084,DE,Gemeinde Abentheuer,GER,LocalAdmin,12596729
12628085,DE,Gemeinde Achtelsbach,GER,LocalAdmin,12596729
12628086,DE,Gemeinde Allenbach,GER,LocalAdmin,12596729
12628087,DE,Gemeinde Asbach,GER,LocalAdmin,12596729
12628088,DE,Gemeinde Baumholder,GER,LocalAdmin,12596729
12628089,DE,Gemeinde Bergen,GER,LocalAdmin,12596729
12628090,DE,Gemeinde Berglangenbach,GER,LocalAdmin,12596729
12628091,DE,Gemeinde Berschweiler bei Baumholder,GER,LocalAdmin,12596729
12628092,DE,Gemeinde Berschweiler bei Kirn,GER,LocalAdmin,12596729
12628093,DE,Gemeinde Birkenfeld,GER,LocalAdmin,12596729
12628094,DE,Gemeinde Börfink,GER,LocalAdmin,12596729
12628095,DE,Gemeinde Bollenbach,GER,LocalAdmin,12596729
12628096,DE,Gemeinde Breitenthal,GER,LocalAdmin,12596729
12628097,DE,Gemeinde Bruchweiler,GER,LocalAdmin,12596729
12628098,DE,Gemeinde Brücken,GER,LocalAdmin,12596729
12628099,DE,Gemeinde Buhlenberg,GER,LocalAdmin,12596729
12628100,DE,Gemeinde Bundenbach,GER,LocalAdmin,12596729
12628101,DE,Gemeinde Dambach,GER,LocalAdmin,12596729
12628102,DE,Gemeinde Dickesbach,GER,LocalAdmin,12596729
12628103,DE,Gemeinde Dienstweiler,GER,LocalAdmin,12596729
12628104,DE,Gemeinde Eckersweiler,GER,LocalAdmin,12596729
12628105,DE,Gemeinde Elchweiler,GER,LocalAdmin,12596729
12628106,DE,Gemeinde Ellenberg,GER,LocalAdmin,12596729
12628107,DE,Gemeinde Ellweiler,GER,LocalAdmin,12596729
12628108,DE,Gemeinde Fischbach,GER,LocalAdmin,12596729
12628109,DE,Gemeinde Fohren-Linden,GER,LocalAdmin,12596729
12628110,DE,Gemeinde Frauenberg,GER,LocalAdmin,12596729
12628111,DE,Gemeinde Gerach,GER,LocalAdmin,12596729
12628112,DE,Gemeinde Gimbweiler,GER,LocalAdmin,12596729
12628113,DE,Gemeinde Gösenroth,GER,LocalAdmin,12596729
12628114,DE,Gemeinde Gollenberg,GER,LocalAdmin,12596729
12628115,DE,Gemeinde Griebelschied,GER,LocalAdmin,12596729
12628116,DE,Gemeinde Hahnweiler,GER,LocalAdmin,12596729
12628117,DE,Gemeinde Hattgenstein,GER,LocalAdmin,12596729
12628118,DE,Gemeinde Hausen,GER,LocalAdmin,12596729
12628119,DE,Gemeinde Heimbach,GER,LocalAdmin,12596729
12628120,DE,Gemeinde Hellertshausen,GER,LocalAdmin,12596729
12628121,DE,Gemeinde Herborn,GER,LocalAdmin,12596729
12628122,DE,Gemeinde Herrstein,GER,LocalAdmin,12596729
12628123,DE,Gemeinde Hettenrodt,GER,LocalAdmin,12596729
12628124,DE,Gemeinde Hintertiefenbach,GER,LocalAdmin,12596729
12628125,DE,Gemeinde Hoppstädten-Weiersbach,GER,LocalAdmin,12596729
12628126,DE,Gemeinde Horbruch,GER,LocalAdmin,12596729
12628127,DE,Gemeinde Hottenbach,GER,LocalAdmin,12596729
12628128,DE,Gemeinde Idar-Oberstein,GER,LocalAdmin,12596729
12628129,DE,Gemeinde Kempfeld,GER,LocalAdmin,12596729
12628130,DE,Gemeinde Kirschweiler,GER,LocalAdmin,12596729
12628131,DE,Gemeinde Kronweiler,GER,LocalAdmin,12596729
12628132,DE,Gemeinde Krummenau,GER,LocalAdmin,12596729
12628133,DE,Gemeinde Leisel,GER,LocalAdmin,12596729
12628134,DE,Gemeinde Leitzweiler,GER,LocalAdmin,12596729
12628135,DE,Gemeinde Mackenrodt,GER,LocalAdmin,12596729
12628136,DE,Gemeinde Meckenbach,GER,LocalAdmin,12596729
12628137,DE,Gemeinde Mettweiler,GER,LocalAdmin,12596729
12628138,DE,Gemeinde Mittelreidenbach,GER,LocalAdmin,12596729
12628139,DE,Gemeinde Mörschied,GER,LocalAdmin,12596729
12628140,DE,Gemeinde Niederbrombach,GER,LocalAdmin,12596729
12628141,DE,Gemeinde Niederhambach,GER,LocalAdmin,12596729
12628142,DE,Gemeinde Nohen,GER,LocalAdmin,12596729
12628143,DE,Gemeinde Niederhosenbach,GER,LocalAdmin,12596729
12628144,DE,Gemeinde Niederwörresbach,GER,LocalAdmin,12596729
12628145,DE,Gemeinde Oberbrombach,GER,LocalAdmin,12596729
12628146,DE,Gemeinde Oberhambach,GER,LocalAdmin,12596729
12628147,DE,Gemeinde Oberhosenbach,GER,LocalAdmin,12596729
12628148,DE,Gemeinde Oberkirn,GER,LocalAdmin,12596729
12628149,DE,Gemeinde Oberreidenbach,GER,LocalAdmin,12596729
12628150,DE,Gemeinde Oberwörresbach,GER,LocalAdmin,12596729
12628151,DE,Gemeinde Reichenbach,GER,LocalAdmin,12596729
12628152,DE,Gemeinde Rhaunen,GER,LocalAdmin,12596729
12628153,DE,Gemeinde Rimsberg,GER,LocalAdmin,12596729
12628154,DE,Gemeinde Rinzenberg,GER,LocalAdmin,12596729
12628155,DE,Gemeinde Rötsweiler-Nockenthal,GER,LocalAdmin,12596729
12628156,DE,Gemeinde Rohrbach,GER,LocalAdmin,12596729
12628157,DE,Gemeinde Rückweiler,GER,LocalAdmin,12596729
12628158,DE,Gemeinde Ruschberg,GER,LocalAdmin,12596729
12628159,DE,Gemeinde Schauren,GER,LocalAdmin,12596729
12628160,DE,Gemeinde Schmidthachenbach,GER,LocalAdmin,12596729
12628161,DE,Gemeinde Schmißberg,GER,LocalAdmin,12596729
12628162,DE,Gemeinde Schwerbach,GER,LocalAdmin,12596729
12628163,DE,Gemeinde Schwollen,GER,LocalAdmin,12596729
12628164,DE,Gemeinde Sensweiler,GER,LocalAdmin,12596729
12628165,DE,Gemeinde Sien,GER,LocalAdmin,12596729
12628166,DE,Gemeinde Sienhachenbach,GER,LocalAdmin,12596729
12628167,DE,Gemeinde Siesbach,GER,LocalAdmin,12596729
12628168,DE,Gemeinde Sonnenberg-Winnenberg,GER,LocalAdmin,12596729
12628169,DE,Gemeinde Sonnschied,GER,LocalAdmin,12596729
12628170,DE,Gemeinde Stipshausen,GER,LocalAdmin,12596729
12628171,DE,Gemeinde Sulzbach,GER,LocalAdmin,12596729
12628172,DE,Gemeinde Veitsrodt,GER,LocalAdmin,12596729
12628173,DE,Gemeinde Vollmersbach,GER,LocalAdmin,12596729
12628174,DE,Gemeinde Weiden,GER,LocalAdmin,12596729
12628175,DE,Gemeinde Weitersbach,GER,LocalAdmin,12596729
12628176,DE,Gemeinde Wickenrodt,GER,LocalAdmin,12596729
12628177,DE,Gemeinde Wilzenberg-Hußweiler,GER,LocalAdmin,12596729
12628178,DE,Gemeinde Wirschweiler,GER,LocalAdmin,12596729
12628179,DE,Gemeinde Langweiler,GER,LocalAdmin,12596729
12628180,DE,Gemeinde Alflen,GER,LocalAdmin,12596870
12628181,DE,Gemeinde Altlay,GER,LocalAdmin,12596870
12628182,DE,Gemeinde Altstrimmig,GER,LocalAdmin,12596870
12628183,DE,Gemeinde Auderath,GER,LocalAdmin,12596870
12628184,DE,Gemeinde Beilstein,GER,LocalAdmin,12596870
12628185,DE,Gemeinde Beuren,GER,LocalAdmin,12596870
12628186,DE,Gemeinde Binningen,GER,LocalAdmin,12596870
12628187,DE,Gemeinde Blankenrath,GER,LocalAdmin,12596870
12628188,DE,Gemeinde Brachtendorf,GER,LocalAdmin,12596870
12628189,DE,Gemeinde Bremm,GER,LocalAdmin,12596870
12628190,DE,Gemeinde Briedel,GER,LocalAdmin,12596870
12628191,DE,Gemeinde Brieden,GER,LocalAdmin,12596870
12628192,DE,Gemeinde Briedern,GER,LocalAdmin,12596870
12628193,DE,Gemeinde Brohl,GER,LocalAdmin,12596870
12628194,DE,Gemeinde Bruttig-Fankel,GER,LocalAdmin,12596870
12628195,DE,Gemeinde Büchel,GER,LocalAdmin,12596870
12628196,DE,Gemeinde Bullay,GER,LocalAdmin,12596870
12628197,DE,Gemeinde Cochem,GER,LocalAdmin,12596870
12628198,DE,Gemeinde Dohr,GER,LocalAdmin,12596870
12628199,DE,Gemeinde Dünfus,GER,LocalAdmin,12596870
12628200,DE,Gemeinde Düngenheim,GER,LocalAdmin,12596870
12628201,DE,Gemeinde Ediger-Eller,GER,LocalAdmin,12596870
12628202,DE,Gemeinde Eppenberg,GER,LocalAdmin,12596870
12628203,DE,Gemeinde Ellenz-Poltersdorf,GER,LocalAdmin,12596870
12628204,DE,Gemeinde Ernst,GER,LocalAdmin,12596870
12628205,DE,Gemeinde Eulgem,GER,LocalAdmin,12596870
12628206,DE,Gemeinde Faid,GER,LocalAdmin,12596870
12628207,DE,Gemeinde Filz,GER,LocalAdmin,12596870
12628208,DE,Gemeinde Forst,GER,LocalAdmin,12596870
12628209,DE,Gemeinde Forst,GER,LocalAdmin,12596870
12628210,DE,Gemeinde Gamlen,GER,LocalAdmin,12596870
12628211,DE,Gemeinde Gevenich,GER,LocalAdmin,12596870
12628212,DE,Gemeinde Gillenbeuren,GER,LocalAdmin,12596870
12628213,DE,Gemeinde Greimersburg,GER,LocalAdmin,12596870
12628214,DE,Gemeinde Grenderich,GER,LocalAdmin,12596870
12628215,DE,Gemeinde Hambuch,GER,LocalAdmin,12596870
12628216,DE,Gemeinde Haserich,GER,LocalAdmin,12596870
12628217,DE,Gemeinde Hauroth,GER,LocalAdmin,12596870
